MEAS_DT,COIL_ID,SEQ_NO,SPD,LEN,PWR,SET-FRQ,SET-DTY,SET-PWR,GATE-MS
2024-08-18 09:36:08.884,C2402289,6,250,241.2,1713,1000,100,83,1670
2024-08-18 09:36:14.675,C2402289,7,250,241.1,1689,1000,100,82,1153
2024-08-18 09:36:17.968,C2402289,8,250,241.2,1713,1000,100,83,1670
2024-08-18 09:36:20.723,C2402289,9,250,241.1,1693,1000,100,82,1154
2024-08-18 09:36:24.072,C2402289,10,250,241.2,1716,1000,100,83,1670
2024-08-18 09:36:26.803,C2402289,11,250,241.1,1694,1000,100,82,1154
2024-08-18 09:36:30.088,C2402289,12,250,241.2,1717,1000,100,83,1670
2024-08-18 09:36:34.648,C2402289,13,30,19.4,688,1000,100,38,650
2024-08-18 09:36:36.337,C2402289,14,30,19.4,688,1000,100,38,650
2024-08-18 09:36:39.271,C2402289,15,30,19.4,688,1000,100,38,650
2024-08-18 09:36:42.584,C2402289,16,30,19.4,688,1000,100,38,650
2024-08-18 09:36:44.344,C2402289,17,30,19.4,688,1000,100,38,650
2024-08-18 09:36:46.061,C2402289,18,30,19.4,688,1000,100,38,650
2024-08-18 09:37:06.427,C2402289,19,250,241.1,1707,1000,100,83,1670
2024-08-18 09:37:09.123,C2402289,20,250,241.2,1689,1000,100,82,1154
2024-08-18 09:37:12.580,C2402289,21,250,241.1,1712,1000,100,83,1670
2024-08-18 09:37:15.171,C2402289,22,250,241.2,1692,1000,100,82,1154
2024-08-18 09:37:18.582,C2402289,23,250,241.1,1714,1000,100,83,1670
2024-08-18 09:37:21.277,C2402289,24,250,241.2,1694,1000,100,82,1154
2024-08-18 09:37:27.758,C2402289,25,250,241.1,1712,1000,100,83,1670
2024-08-18 09:37:30.371,C2402289,26,250,241.2,1693,1000,100,82,1154
2024-08-18 09:37:33.778,C2402289,27,250,241.1,1716,1000,100,83,1670
2024-08-18 09:37:36.341,C2402289,28,250,241.2,1694,1000,100,82,1154
2024-08-18 09:37:39.829,C2402289,29,250,241.1,1717,1000,100,83,1670
2024-08-18 09:37:42.420,C2402289,30,250,241.2,1695,1000,100,82,1154
2024-08-18 09:37:46.887,C2402289,31,30,19.4,688,1000,100,38,650
2024-08-18 09:37:48.444,C2402289,32,30,19.4,688,1000,100,38,650
2024-08-18 09:37:51.480,C2402289,33,30,19.4,688,1000,100,38,650
2024-08-18 09:37:53.206,C2402289,34,30,19.4,688,1000,100,38,650
2024-08-18 09:37:56.694,C2402289,35,30,19.4,688,1000,100,38,650
2024-08-18 09:37:58.408,C2402289,36,30,19.4,688,1000,100,38,650
2024-08-18 09:38:00.167,C2402289,37,30,19.4,688,1000,100,38,650
2024-08-18 09:38:03.107,C2402289,38,30,19.4,688,1000,100,38,650
2024-08-18 09:38:04.635,C2402289,39,30,19.4,688,1000,100,38,650
2024-08-18 09:46:49.351,C2402290,1,250,241.1,1677,1000,100,82,1154
2024-08-18 09:46:52.592,C2402290,2,250,241.2,1702,1000,100,83,1670
2024-08-18 09:46:55.457,C2402290,3,250,241.1,1684,1000,100,82,1153
2024-08-18 09:46:58.754,C2402290,4,250,241.2,1707,1000,100,83,1670
2024-08-18 09:47:01.508,C2402290,5,250,241.1,1687,1000,100,82,1154
2024-08-18 09:47:04.752,C2402290,6,250,241.2,1709,1000,100,83,1670
2024-08-18 09:47:10.472,C2402290,7,250,241.1,1685,1000,100,82,1153
2024-08-18 09:47:13.770,C2402290,8,250,241.2,1709,1000,100,83,1670
2024-08-18 09:47:16.524,C2402290,9,250,241.1,1689,1000,100,82,1154
2024-08-18 09:47:19.764,C2402290,10,250,241.2,1713,1000,100,83,1670
2024-08-18 09:47:22.520,C2402290,11,250,241.1,1692,1000,100,82,1154
2024-08-18 09:47:25.808,C2402290,12,250,241.2,1714,1000,100,83,1670
2024-08-18 09:47:30.303,C2402290,13,30,19.4,687,1000,100,38,650
2024-08-18 09:47:32.029,C2402290,14,30,19.4,687,1000,100,38,650
2024-08-18 09:47:34.959,C2402290,15,30,19.4,687,1000,100,38,650
2024-08-18 09:47:38.294,C2402290,16,30,19.4,687,1000,100,38,650
2024-08-18 09:47:40.020,C2402290,17,30,19.4,687,1000,100,38,650
2024-08-18 09:47:41.741,C2402290,18,30,19.4,687,1000,100,38,650
2024-08-18 09:48:02.031,C2402290,19,250,241.1,1704,1000,100,83,1670
2024-08-18 09:48:04.658,C2402290,20,250,241.2,1688,1000,100,82,1154
2024-08-18 09:48:08.079,C2402290,21,250,241.1,1711,1000,100,83,1670
2024-08-18 09:48:10.759,C2402290,22,250,241.2,1690,1000,100,82,1154
2024-08-18 09:48:14.164,C2402290,23,250,241.1,1713,1000,100,83,1670
2024-08-18 09:48:16.739,C2402290,24,250,241.2,1692,1000,100,82,1154
2024-08-18 09:48:23.178,C2402290,25,250,241.1,1711,1000,100,83,1670
2024-08-18 09:48:25.799,C2402290,26,250,241.2,1692,1000,100,82,1154
2024-08-18 09:48:29.334,C2402290,27,250,241.1,1714,1000,100,83,1670
2024-08-18 09:48:31.959,C2402290,28,250,241.2,1694,1000,100,82,1154
2024-08-18 09:48:35.439,C2402290,29,250,241.1,1716,1000,100,83,1670
2024-08-18 09:48:38.033,C2402290,30,250,241.2,1694,1000,100,82,1154
2024-08-18 09:48:42.517,C2402290,31,30,19.4,688,1000,100,38,650
2024-08-18 09:48:44.142,C2402290,32,30,19.4,687,1000,100,38,650
2024-08-18 09:48:47.170,C2402290,33,30,19.4,688,1000,100,38,650
2024-08-18 09:48:48.840,C2402290,34,30,19.4,687,1000,100,38,650
2024-08-18 09:48:52.318,C2402290,35,30,19.4,687,1000,100,38,650
2024-08-18 09:48:54.038,C2402290,36,30,19.4,687,1000,100,38,650
2024-08-18 09:48:55.731,C2402290,37,30,19.4,687,1000,100,38,650
2024-08-18 09:48:58.721,C2402290,38,30,19.4,687,1000,100,38,650
2024-08-18 09:49:00.233,C2402290,39,30,19.4,687,1000,100,38,650
2024-08-18 09:49:46.502,C2402291,1,250,241.1,1682,1000,100,82,1154
2024-08-18 09:49:49.759,C2402291,2,250,241.2,1707,1000,100,83,1670
2024-08-18 09:49:52.569,C2402291,3,250,241.1,1688,1000,100,82,1153
2024-08-18 09:49:55.789,C2402291,4,250,241.2,1711,1000,100,83,1670
2024-08-18 09:49:58.631,C2402291,5,250,241.1,1690,1000,100,82,1154
2024-08-18 09:50:01.851,C2402291,6,250,241.2,1713,1000,100,83,1670
2024-08-18 09:50:07.673,C2402291,7,250,241.1,1688,1000,100,82,1153
2024-08-18 09:50:10.998,C2402291,8,250,241.2,1713,1000,100,83,1670
2024-08-18 09:50:13.852,C2402291,9,250,241.1,1692,1000,100,82,1154
2024-08-18 09:50:17.068,C2402291,10,250,241.2,1716,1000,100,83,1670
2024-08-18 09:50:19.803,C2402291,11,250,241.1,1694,1000,100,82,1154
2024-08-18 09:50:23.076,C2402291,12,250,241.2,1717,1000,100,83,1670
2024-08-18 09:50:27.640,C2402291,13,30,19.4,688,1000,100,38,650
2024-08-18 09:50:29.315,C2402291,14,30,19.4,687,1000,100,38,650
2024-08-18 09:50:32.253,C2402291,15,30,19.4,688,1000,100,38,650
2024-08-18 09:50:35.592,C2402291,16,30,19.4,688,1000,100,38,650
2024-08-18 09:50:37.338,C2402291,17,30,19.4,688,1000,100,38,650
2024-08-18 09:50:39.003,C2402291,18,30,19.4,687,1000,100,38,650
2024-08-18 09:50:59.415,C2402291,19,250,241.1,1707,1000,100,83,1670
2024-08-18 09:51:02.078,C2402291,20,250,241.2,1689,1000,100,82,1154
2024-08-18 09:51:05.508,C2402291,21,250,241.1,1712,1000,100,83,1670
2024-08-18 09:51:08.131,C2402291,22,250,241.2,1692,1000,100,82,1154
2024-08-18 09:51:11.596,C2402291,23,250,241.1,1714,1000,100,83,1670
2024-08-18 09:51:14.249,C2402291,24,250,241.2,1693,1000,100,82,1154
2024-08-18 09:51:20.676,C2402291,25,250,241.1,1712,1000,100,83,1670
2024-08-18 09:51:23.333,C2402291,26,250,241.2,1693,1000,100,82,1154
2024-08-18 09:51:26.794,C2402291,27,250,241.1,1716,1000,100,83,1670
2024-08-18 09:51:29.556,C2402291,28,250,241.2,1694,1000,100,82,1154
2024-08-18 09:51:33.031,C2402291,29,250,241.1,1717,1000,100,83,1670
2024-08-18 09:51:35.650,C2402291,30,250,241.2,1695,1000,100,82,1154
2024-08-18 09:51:40.216,C2402291,31,30,19.4,688,1000,100,38,650
2024-08-18 09:51:41.801,C2402291,32,30,19.4,688,1000,100,38,650
2024-08-18 09:51:44.883,C2402291,33,30,19.4,688,1000,100,38,650
2024-08-18 09:51:46.650,C2402291,34,30,19.4,688,1000,100,38,650
2024-08-18 09:51:50.119,C2402291,35,30,19.4,688,1000,100,38,650
2024-08-18 09:51:51.833,C2402291,36,30,19.4,688,1000,100,38,650
2024-08-18 09:51:53.558,C2402291,37,30,19.4,687,1000,100,38,650
2024-08-18 09:51:56.524,C2402291,38,30,19.4,688,1000,100,38,650
2024-08-18 09:51:58.048,C2402291,39,30,19.4,687,1000,100,38,650
2024-08-18 10:33:14.742,C2402292,1,250,241.1,1677,1000,100,82,1154
2024-08-18 10:33:17.957,C2402292,2,250,241.2,1702,1000,100,83,1670
2024-08-18 10:33:20.783,C2402292,3,250,241.1,1684,1000,100,82,1153
2024-08-18 10:33:24.053,C2402292,4,250,241.2,1707,1000,100,83,1670
2024-08-18 10:33:26.781,C2402292,5,250,241.1,1687,1000,100,82,1154
2024-08-18 10:33:30.051,C2402292,6,250,241.2,1709,1000,100,83,1670
2024-08-18 10:33:35.769,C2402292,7,250,241.1,1685,1000,100,82,1153
2024-08-18 10:33:39.144,C2402292,8,250,241.2,1709,1000,100,83,1670
2024-08-18 10:33:41.899,C2402292,9,250,241.1,1689,1000,100,82,1154
2024-08-18 10:33:45.172,C2402292,10,250,241.2,1712,1000,100,83,1670
2024-08-18 10:33:47.987,C2402292,11,250,241.1,1690,1000,100,82,1154
2024-08-18 10:33:51.256,C2402292,12,250,241.2,1713,1000,100,83,1670
2024-08-18 10:33:55.876,C2402292,13,30,19.4,687,1000,100,38,650
2024-08-18 10:33:57.619,C2402292,14,30,19.4,687,1000,100,38,650
2024-08-18 10:34:00.529,C2402292,15,30,19.4,687,1000,100,38,650
2024-08-18 10:34:03.870,C2402292,16,30,19.4,687,1000,100,38,650
2024-08-18 10:34:05.624,C2402292,17,30,19.4,687,1000,100,38,650
2024-08-18 10:34:07.347,C2402292,18,30,19.4,687,1000,100,38,650
2024-08-18 10:34:27.762,C2402292,19,250,241.1,1704,1000,100,83,1670
2024-08-18 10:34:30.427,C2402292,20,250,241.2,1687,1000,100,82,1154
2024-08-18 10:34:33.862,C2402292,21,250,241.1,1711,1000,100,83,1670
2024-08-18 10:34:36.527,C2402292,22,250,241.2,1690,1000,100,82,1154
2024-08-18 10:34:39.974,C2402292,23,250,241.1,1713,1000,100,83,1670
2024-08-18 10:34:42.625,C2402292,24,250,241.2,1692,1000,100,82,1154
2024-08-18 10:34:49.000,C2402292,25,250,241.1,1711,1000,100,83,1670
2024-08-18 10:34:51.798,C2402292,26,250,241.2,1690,1000,100,82,1154
2024-08-18 10:34:55.265,C2402292,27,250,241.1,1714,1000,100,83,1670
2024-08-18 10:34:57.920,C2402292,28,250,241.2,1693,1000,100,82,1154
2024-08-18 10:35:01.440,C2402292,29,250,241.1,1716,1000,100,83,1670
2024-08-18 10:35:04.061,C2402292,30,250,241.2,1694,1000,100,82,1154
2024-08-18 10:35:08.474,C2402292,31,30,19.4,688,1000,100,38,650
2024-08-18 10:35:10.025,C2402292,32,30,19.4,687,1000,100,38,650
2024-08-18 10:35:13.091,C2402292,33,30,19.4,688,1000,100,38,650
2024-08-18 10:35:14.869,C2402292,34,30,19.4,687,1000,100,38,650
2024-08-18 10:35:18.381,C2402292,35,30,19.4,687,1000,100,38,650
2024-08-18 10:35:20.083,C2402292,36,30,19.4,687,1000,100,38,650
2024-08-18 10:35:21.820,C2402292,37,30,19.4,687,1000,100,38,650
2024-08-18 10:35:24.810,C2402292,38,30,19.4,687,1000,100,38,650
2024-08-18 10:35:26.332,C2402292,39,30,19.4,687,1000,100,38,650
2024-08-18 10:36:12.650,C2402293,1,250,241.1,1680,1000,100,82,1154
2024-08-18 10:36:15.828,C2402293,2,250,241.2,1707,1000,100,83,1670
2024-08-18 10:36:18.588,C2402293,3,250,241.1,1688,1000,100,82,1153
2024-08-18 10:36:21.836,C2402293,4,250,241.2,1711,1000,100,83,1670
2024-08-18 10:36:24.632,C2402293,5,250,241.1,1690,1000,100,82,1154
2024-08-18 10:36:27.840,C2402293,6,250,241.2,1713,1000,100,83,1670
2024-08-18 10:36:33.658,C2402293,7,250,241.1,1688,1000,100,82,1153
2024-08-18 10:36:36.937,C2402293,8,250,241.2,1713,1000,100,83,1670
2024-08-18 10:36:39.738,C2402293,9,250,241.1,1692,1000,100,82,1154
2024-08-18 10:36:42.987,C2402293,10,250,241.2,1714,1000,100,83,1670
2024-08-18 10:36:45.823,C2402293,11,250,241.1,1694,1000,100,82,1154
2024-08-18 10:36:49.027,C2402293,12,250,241.2,1716,1000,100,83,1670
2024-08-18 10:36:53.543,C2402293,13,30,19.4,688,1000,100,38,650
2024-08-18 10:36:55.242,C2402293,14,30,19.4,687,1000,100,38,650
2024-08-18 10:36:58.160,C2402293,15,30,19.4,688,1000,100,38,650
2024-08-18 10:37:01.573,C2402293,16,30,19.4,688,1000,100,38,650
2024-08-18 10:37:03.315,C2402293,17,30,19.4,688,1000,100,38,650
2024-08-18 10:37:05.028,C2402293,18,30,19.4,687,1000,100,38,650
2024-08-18 10:37:25.416,C2402293,19,250,241.1,1705,1000,100,83,1670
2024-08-18 10:37:28.021,C2402293,20,250,241.2,1689,1000,100,82,1154
2024-08-18 10:37:31.452,C2402293,21,250,241.1,1712,1000,100,83,1670
2024-08-18 10:37:34.017,C2402293,22,250,241.2,1692,1000,100,82,1154
2024-08-18 10:37:37.438,C2402293,23,250,241.1,1714,1000,100,83,1670
2024-08-18 10:37:40.061,C2402293,24,250,241.2,1693,1000,100,82,1154
2024-08-18 10:37:46.533,C2402293,25,250,241.1,1712,1000,100,83,1670
2024-08-18 10:37:49.148,C2402293,26,250,241.2,1693,1000,100,82,1154
2024-08-18 10:37:52.597,C2402293,27,250,241.1,1716,1000,100,83,1670
2024-08-18 10:37:55.260,C2402293,28,250,241.2,1694,1000,100,82,1154
2024-08-18 10:37:58.773,C2402293,29,250,241.1,1717,1000,100,83,1670
2024-08-18 10:38:01.394,C2402293,30,250,241.2,1695,1000,100,82,1154
2024-08-18 10:38:05.874,C2402293,31,30,19.4,688,1000,100,38,650
2024-08-18 10:38:07.409,C2402293,32,30,19.4,687,1000,100,38,650
2024-08-18 10:38:10.437,C2402293,33,30,19.4,688,1000,100,38,650
2024-08-18 10:38:12.165,C2402293,34,30,19.4,687,1000,100,38,650
2024-08-18 10:38:15.741,C2402293,35,30,19.4,688,1000,100,38,650
2024-08-18 10:38:17.381,C2402293,36,30,19.4,687,1000,100,38,650
2024-08-18 10:38:19.122,C2402293,37,30,19.4,687,1000,100,38,650
2024-08-18 10:38:22.120,C2402293,38,30,19.4,688,1000,100,38,650
2024-08-18 10:38:23.618,C2402293,39,30,19.4,687,1000,100,38,650
2024-08-18 10:55:57.189,C2402294,1,250,241.1,1677,1000,100,82,1154
2024-08-18 10:56:00.534,C2402294,2,250,241.2,1702,1000,100,83,1670
2024-08-18 10:56:03.304,C2402294,3,250,241.1,1684,1000,100,82,1153
2024-08-18 10:56:06.534,C2402294,4,250,241.2,1707,1000,100,83,1670
2024-08-18 10:56:09.268,C2402294,5,250,241.1,1687,1000,100,82,1154
2024-08-18 10:56:12.528,C2402294,6,250,241.2,1709,1000,100,83,1670
2024-08-18 10:56:18.238,C2402294,7,250,241.1,1685,1000,100,82,1153
2024-08-18 10:56:21.460,C2402294,8,250,241.2,1709,1000,100,83,1670
2024-08-18 10:56:24.266,C2402294,9,250,241.1,1689,1000,100,82,1154
2024-08-18 10:56:27.562,C2402294,10,250,241.2,1712,1000,100,83,1670
2024-08-18 10:56:30.362,C2402294,11,250,241.1,1690,1000,100,82,1154
2024-08-18 10:56:33.675,C2402294,12,250,241.2,1713,1000,100,83,1670
2024-08-18 10:56:38.313,C2402294,13,30,19.4,687,1000,100,38,650
2024-08-18 10:56:39.992,C2402294,14,30,19.4,687,1000,100,38,650
2024-08-18 10:56:42.950,C2402294,15,30,19.4,687,1000,100,38,650
2024-08-18 10:56:46.359,C2402294,16,30,19.4,687,1000,100,38,650
2024-08-18 10:56:48.095,C2402294,17,30,19.4,687,1000,100,38,650
2024-08-18 10:56:49.828,C2402294,18,30,19.4,687,1000,100,38,650
2024-08-18 10:57:10.327,C2402294,19,250,241.1,1704,1000,100,83,1670
2024-08-18 10:57:13.050,C2402294,20,250,241.2,1688,1000,100,82,1154
2024-08-18 10:57:16.567,C2402294,21,250,241.1,1711,1000,100,83,1670
2024-08-18 10:57:19.247,C2402294,22,250,241.2,1690,1000,100,82,1154
2024-08-18 10:57:22.672,C2402294,23,250,241.1,1713,1000,100,83,1670
2024-08-18 10:57:25.307,C2402294,24,250,241.2,1692,1000,100,82,1154
2024-08-18 10:57:31.706,C2402294,25,250,241.1,1711,1000,100,83,1670
2024-08-18 10:57:34.343,C2402294,26,250,241.2,1692,1000,100,82,1154
2024-08-18 10:57:37.742,C2402294,27,250,241.1,1714,1000,100,83,1670
2024-08-18 10:57:40.421,C2402294,28,250,241.2,1693,1000,100,82,1154
2024-08-18 10:57:43.911,C2402294,29,250,241.1,1716,1000,100,83,1670
2024-08-18 10:57:46.608,C2402294,30,250,241.2,1694,1000,100,82,1154
2024-08-18 10:57:50.973,C2402294,31,30,19.4,688,1000,100,38,650
2024-08-18 10:57:52.499,C2402294,32,30,19.4,687,1000,100,38,650
2024-08-18 10:57:55.564,C2402294,33,30,19.4,688,1000,100,38,650
2024-08-18 10:57:57.320,C2402294,34,30,19.4,687,1000,100,38,650
2024-08-18 10:58:00.750,C2402294,35,30,19.4,690,1000,100,38,650
2024-08-18 10:58:02.466,C2402294,36,30,19.4,687,1000,100,38,650
2024-08-18 10:58:04.193,C2402294,37,30,19.4,687,1000,100,38,650
2024-08-18 10:58:07.175,C2402294,38,30,19.4,687,1000,100,38,650
2024-08-18 10:58:08.693,C2402294,39,30,19.4,687,1000,100,38,650
2024-08-18 10:58:55.560,C2402295,1,250,241.1,1680,1000,100,82,1154
2024-08-18 10:58:58.813,C2402295,2,250,241.2,1707,1000,100,83,1670
2024-08-18 10:59:01.610,C2402295,3,250,241.1,1688,1000,100,82,1153
2024-08-18 10:59:04.831,C2402295,4,250,241.2,1711,1000,100,83,1670
2024-08-18 10:59:07.612,C2402295,5,250,241.1,1690,1000,100,82,1154
2024-08-18 10:59:10.809,C2402295,6,250,241.2,1713,1000,100,83,1670
2024-08-18 10:59:16.584,C2402295,7,250,241.1,1688,1000,100,82,1153
2024-08-18 10:59:19.845,C2402295,8,250,241.2,1713,1000,100,83,1670
2024-08-18 10:59:22.608,C2402295,9,250,241.1,1693,1000,100,82,1154
2024-08-18 10:59:25.815,C2402295,10,250,241.2,1716,1000,100,83,1670
2024-08-18 10:59:28.606,C2402295,11,250,241.1,1694,1000,100,82,1154
2024-08-18 10:59:31.859,C2402295,12,250,241.2,1717,1000,100,83,1670
2024-08-18 10:59:36.285,C2402295,13,30,19.4,688,1000,100,38,650
2024-08-18 10:59:38.003,C2402295,14,30,19.4,687,1000,100,38,650
2024-08-18 10:59:40.921,C2402295,15,30,19.4,688,1000,100,38,650
2024-08-18 10:59:44.264,C2402295,16,30,19.4,688,1000,100,38,650
2024-08-18 10:59:46.013,C2402295,17,30,19.4,688,1000,100,38,650
2024-08-18 10:59:47.693,C2402295,18,30,19.4,688,1000,100,38,650
2024-08-18 11:00:08.038,C2402295,19,250,241.1,1707,1000,100,83,1670
2024-08-18 11:00:10.679,C2402295,20,250,241.2,1689,1000,100,82,1154
2024-08-18 11:00:14.186,C2402295,21,250,241.1,1712,1000,100,83,1670
2024-08-18 11:00:16.815,C2402295,22,250,241.2,1692,1000,100,82,1154
2024-08-18 11:00:20.226,C2402295,23,250,241.1,1714,1000,100,83,1670
2024-08-18 11:00:22.807,C2402295,24,250,241.2,1693,1000,100,82,1154
2024-08-18 11:00:29.216,C2402295,25,250,241.1,1712,1000,100,83,1670
2024-08-18 11:00:31.899,C2402295,26,250,241.2,1693,1000,100,82,1154
2024-08-18 11:00:35.329,C2402295,27,250,241.1,1716,1000,100,83,1670
2024-08-18 11:00:37.930,C2402295,28,250,241.2,1694,1000,100,82,1154
2024-08-18 11:00:41.391,C2402295,29,250,241.1,1717,1000,100,83,1670
2024-08-18 11:00:43.994,C2402295,30,250,241.2,1695,1000,100,82,1154
2024-08-18 11:00:48.454,C2402295,31,30,19.4,688,1000,100,38,650
2024-08-18 11:00:49.966,C2402295,32,30,19.4,687,1000,100,38,650
2024-08-18 11:00:53.086,C2402295,33,30,19.4,688,1000,100,38,650
2024-08-18 11:00:54.847,C2402295,34,30,19.4,688,1000,100,38,650
2024-08-18 11:00:58.372,C2402295,35,30,19.4,688,1000,100,38,650
2024-08-18 11:01:00.099,C2402295,36,30,19.4,688,1000,100,38,650
2024-08-18 11:01:01.793,C2402295,37,30,19.4,688,1000,100,38,650
2024-08-18 11:01:04.809,C2402295,38,30,19.4,688,1000,100,38,650
2024-08-18 11:01:06.297,C2402295,39,30,19.4,687,1000,100,38,650
2024-08-18 12:28:55.892,C2402296,1,250,241.1,1679,1000,100,82,1154
2024-08-18 12:28:59.168,C2402296,2,250,241.2,1704,1000,100,83,1670
2024-08-18 12:29:01.902,C2402296,3,250,241.1,1685,1000,100,82,1153
2024-08-18 12:29:05.284,C2402296,4,250,241.2,1709,1000,100,83,1670
2024-08-18 12:29:08.112,C2402296,5,250,241.1,1688,1000,100,82,1154
2024-08-18 12:29:11.344,C2402296,6,250,241.2,1712,1000,100,83,1670
2024-08-18 12:29:17.078,C2402296,7,250,241.1,1687,1000,100,82,1153
2024-08-18 12:29:20.368,C2402296,8,250,241.2,1711,1000,100,83,1670
2024-08-18 12:29:23.246,C2402296,9,250,241.1,1689,1000,100,82,1154
2024-08-18 12:29:26.566,C2402296,10,250,241.2,1713,1000,100,83,1670
2024-08-18 12:29:29.336,C2402296,11,250,241.1,1692,1000,100,82,1154
2024-08-18 12:29:32.580,C2402296,12,250,241.2,1714,1000,100,83,1670
2024-08-18 12:29:37.054,C2402296,13,30,19.4,688,1000,100,38,650
2024-08-18 12:29:38.728,C2402296,14,30,19.4,638,1000,100,35,650
2024-08-18 12:29:41.698,C2402296,15,30,19.4,688,1000,100,38,650
2024-08-18 12:29:45.114,C2402296,16,30,19.4,688,1000,100,38,650
2024-08-18 12:29:46.820,C2402296,17,30,19.4,688,1000,100,38,650
2024-08-18 12:29:48.572,C2402296,18,30,19.4,688,1000,100,38,650
2024-08-18 12:30:09.044,C2402296,19,250,241.1,1704,1000,100,83,1670
2024-08-18 12:30:11.634,C2402296,20,250,241.2,1687,1000,100,82,1154
2024-08-18 12:30:15.080,C2402296,21,250,241.1,1711,1000,100,83,1670
2024-08-18 12:30:17.836,C2402296,22,250,241.2,1691,1000,100,82,1154
2024-08-18 12:30:21.248,C2402296,23,250,241.1,1713,1000,100,83,1670
2024-08-18 12:30:23.842,C2402296,24,250,241.2,1692,1000,100,82,1154
2024-08-18 12:30:30.248,C2402296,25,250,241.1,1711,1000,100,83,1670
2024-08-18 12:30:32.866,C2402296,26,250,241.2,1692,1000,100,82,1154
2024-08-18 12:30:36.286,C2402296,27,250,241.1,1714,1000,100,83,1670
2024-08-18 12:30:38.940,C2402296,28,250,241.2,1693,1000,100,82,1154
2024-08-18 12:30:42.464,C2402296,29,250,241.1,1716,1000,100,83,1670
2024-08-18 12:30:45.066,C2402296,30,250,241.2,1694,1000,100,82,1154
2024-08-18 12:30:49.430,C2402296,31,30,19.4,688,1000,100,38,650
2024-08-18 12:30:51.036,C2402296,32,30,19.4,688,1000,100,38,650
2024-08-18 12:30:54.128,C2402296,33,30,19.4,688,1000,100,38,650
2024-08-18 12:30:55.860,C2402296,34,30,19.4,688,1000,100,38,650
2024-08-18 12:30:59.326,C2402296,35,30,19.4,688,1000,100,38,650
2024-08-18 12:31:01.008,C2402296,36,30,19.4,688,1000,100,38,650
2024-08-18 12:31:02.726,C2402296,37,30,19.4,688,1000,100,38,650
2024-08-18 12:31:05.730,C2402296,38,30,19.4,688,1000,100,38,650
2024-08-18 12:31:07.210,C2402296,39,30,19.4,688,1000,100,38,650
2024-08-18 13:58:56.804,C2402297,1,250,241.1,1679,1000,100,82,1154
2024-08-18 13:59:00.074,C2402297,2,250,241.2,1705,1000,100,83,1670
2024-08-18 13:59:02.914,C2402297,3,250,241.1,1687,1000,100,82,1153
2024-08-18 13:59:06.290,C2402297,4,250,241.2,1710,1000,100,83,1670
2024-08-18 13:59:09.122,C2402297,5,250,241.1,1689,1000,100,82,1154
2024-08-18 13:59:12.376,C2402297,6,250,241.2,1712,1000,100,83,1670
2024-08-18 13:59:18.092,C2402297,7,250,241.1,1687,1000,100,82,1153
2024-08-18 13:59:21.382,C2402297,8,250,241.2,1712,1000,100,83,1670
2024-08-18 13:59:24.104,C2402297,9,250,241.1,1691,1000,100,82,1154
2024-08-18 13:59:27.384,C2402297,10,250,241.2,1715,1000,100,83,1670
2024-08-18 13:59:30.228,C2402297,11,250,241.1,1692,1000,100,82,1154
2024-08-18 13:59:33.502,C2402297,12,250,241.2,1716,1000,100,83,1670
2024-08-18 13:59:38.034,C2402297,13,30,19.4,688,1000,100,38,650
2024-08-18 13:59:39.742,C2402297,14,30,19.4,688,1000,100,38,650
2024-08-18 13:59:42.706,C2402297,15,30,19.4,688,1000,100,38,650
2024-08-18 13:59:46.090,C2402297,16,30,19.4,688,1000,100,38,650
2024-08-18 13:59:47.854,C2402297,17,30,19.4,688,1000,100,38,650
2024-08-18 13:59:49.554,C2402297,18,30,19.4,688,1000,100,38,650
2024-08-18 14:00:10.852,C2402297,19,250,241.1,1705,1000,100,83,1670
2024-08-18 14:00:13.470,C2402297,20,250,241.2,1687,1000,100,82,1154
2024-08-18 14:00:16.868,C2402297,21,250,241.1,1711,1000,100,83,1670
2024-08-18 14:00:19.674,C2402297,22,250,241.2,1691,1000,100,82,1154
2024-08-18 14:00:23.068,C2402297,23,250,241.1,1714,1000,100,83,1670
2024-08-18 14:00:25.654,C2402297,24,250,241.2,1692,1000,100,82,1154
2024-08-18 14:00:32.050,C2402297,25,250,241.1,1711,1000,100,83,1670
2024-08-18 14:00:34.684,C2402297,26,250,241.2,1692,1000,100,82,1154
2024-08-18 14:00:38.158,C2402297,27,250,241.1,1715,1000,100,83,1670
2024-08-18 14:00:40.772,C2402297,28,250,241.2,1695,1000,100,82,1154
2024-08-18 14:00:44.306,C2402297,29,250,241.1,1716,1000,100,83,1670
2024-08-18 14:00:46.962,C2402297,30,250,241.2,1695,1000,100,82,1154
2024-08-18 14:00:51.442,C2402297,31,30,19.4,688,1000,100,38,650
2024-08-18 14:00:52.930,C2402297,32,30,19.4,688,1000,100,38,650
2024-08-18 14:00:56.000,C2402297,33,30,19.4,688,1000,100,38,650
2024-08-18 14:00:57.766,C2402297,34,30,19.4,688,1000,100,38,650
2024-08-18 14:01:01.198,C2402297,35,30,19.4,688,1000,100,38,650
2024-08-18 14:01:02.918,C2402297,36,30,19.4,688,1000,100,38,650
2024-08-18 14:01:04.626,C2402297,37,30,19.4,688,1000,100,38,650
2024-08-18 14:01:07.622,C2402297,38,30,19.4,688,1000,100,38,650
2024-08-18 14:01:09.104,C2402297,39,30,19.4,688,1000,100,38,650
